Vehicle,Manufacturer,Model,Transmission Type,CC,Year,Car Age,Usage Origin,Price,Price Range
Bmw 523I,Bmw,523I,Automatic,2000.0,2012,12,Kenyan Used,1850000.0,1M-2M
Volkswagen Touareg,Volkswagen,Touareg,Automatic,3600.0,2016,8,Foreign Used,6350000.0,5M-10M
Toyota Axio,Toyota,Axio,Automatic,1500.0,2016,8,Foreign Used,1850000.0,1M-2M
Audi Rs3,Audi,Rs3,Automatic,2500.0,2016,8,Foreign Used,5199999.0,5M-10M
Isuzu Elf Light Truck,Isuzu,Elf Light Truck,Automatic,3000.0,2014,10,Foreign Used,1850000.0,1M-2M
Mercedes Benz E350 D,Mercedes Benz,E350 D,Automatic,3000.0,2017,7,Foreign Used,4356154.92,3M-5M
Bmw X3 M-Sport,Bmw,X3 M-Sport,Automatic,2000.0,2016,8,Foreign Used,4000000.0,3M-5M
Volkswagen Tiguan,Volkswagen,Tiguan,Automatic,1400.0,2018,6,Foreign Used,3950000.0,3M-5M
Audi Q5 S-Line,Audi,Q5 S-Line,Automatic,2000.0,2016,8,Foreign Used,4300000.0,3M-5M
Toyota C-Hr,Toyota,C-Hr,Automatic,1800.0,2016,8,Kenyan Used,3650000.0,3M-5M
Subaru Forester Xt,Subaru,Forester Xt,Automatic,2000.0,2015,9,Foreign Used,3250000.0,3M-5M
Nissan Sylphy,Nissan,Sylphy,Automatic,1800.0,2015,9,Foreign Used,1650000.0,1M-2M
Mazda Axela,Mazda,Axela,Automatic,1500.0,2016,8,Foreign Used,1999999.0,1M-2M
Range Rover Evoque,Range Rover,Evoque,Automatic,2000.0,2013,11,Kenyan Used,2900000.0,2M-3M
Toyota C-Hr Hybrid,Toyota,C-Hr Hybrid,Automatic,1800.0,2016,8,Foreign Used,3799999.0,3M-5M
Nissan Xtrail,Nissan,Xtrail,Automatic,2000.0,2016,8,Foreign Used,2449999.0,2M-3M
Bmw 218I,Bmw,218I,Automatic,1500.0,2016,8,Foreign Used,2250000.0,2M-3M
Nissan Note E-Power,Nissan,Note E-Power,Automatic,1200.0,2017,7,Foreign Used,1349999.0,1M-2M
Nissan Juke,Nissan,Juke,Automatic,1499.0,2014,10,Kenyan Used,1350000.0,1M-2M
Range Rover Vogue Tdv6,Range Rover,Vogue Tdv6,Automatic,3000.0,2016,8,Foreign Used,11500000.0,Above 10
Range Rover Sport Hse,Range Rover,Sport Hse,Automatic,3000.0,2016,8,Foreign Used,9400000.0,5M-10M
Mazda Cx-5,Mazda,Cx-5,Automatic,2500.0,2016,8,Foreign Used,3450000.0,3M-5M
Ford Ranger,Ford,Ranger,Manual,3200.0,2013,11,Foreign Used,2800000.0,2M-3M
Peugeot 208,Peugeot,208,Automatic,1200.0,2016,8,Foreign Used,1380000.0,1M-2M
Subaru Legacy B4,Subaru,Legacy B4,Automatic,2500.0,2015,9,Foreign Used,2299999.0,2M-3M
Toyota Vitz,Toyota,Vitz,Automatic,1000.0,2016,8,Foreign Used,1280000.0,1M-2M
Mercedes Benz Glc 250 4Matic,Mercedes Benz,Glc 250 4Matic,Automatic,2000.0,2016,8,Foreign Used,4949999.0,3M-5M
Toyota Voxy,Toyota,Voxy,Automatic,2000.0,2016,8,Foreign Used,2650000.0,2M-3M
Subaru Xv,Subaru,Xv,Automatic,2000.0,2016,8,Foreign Used,2349999.0,2M-3M
Nissan Note,Nissan,Note,Automatic,1200.0,2016,8,Foreign Used,1100000.0,1M-2M
Honda Fit Shuttle Hybrid,Honda,Fit Shuttle Hybrid,Automatic,1500.0,2016,8,Foreign Used,1700000.0,1M-2M
Mazda Demio,Mazda,Demio,Automatic,1300.0,2015,9,Foreign Used,1150000.0,1M-2M
Mitsubishi Outlander,Mitsubishi,Outlander,Automatic,2000.0,2016,8,Foreign Used,3500000.0,3M-5M
Mazda Axela,Mazda,Axela,Automatic,2200.0,2016,8,Foreign Used,1950000.0,1M-2M
Audi Q7,Audi,Q7,Automatic,3600.0,2009,15,Kenyan Used,2500000.0,2M-3M
Volvo S60 D4,Volvo,S60 D4,Automatic,1500.0,2016,8,Foreign Used,2200000.0,2M-3M
Toyota Auris,Toyota,Auris,Automatic,1500.0,2016,8,Foreign Used,1800000.0,1M-2M
Peugeot 207,Peugeot,207,Automatic,1600.0,2012,12,Kenyan Used,950000.0,500k-1M
Mazda Atenza,Mazda,Atenza,Automatic,2200.0,2016,8,Foreign Used,2150000.0,2M-3M
Isuzu Elf Light Truck,Isuzu,Elf Light Truck,Automatic,,2014,10,Foreign Used,1850000.0,1M-2M
Jaguar Xj,Jaguar,Xj,Automatic,2000.0,2014,10,Foreign Used,4100000.0,3M-5M
